title,lyrics
Vijay Yesudas Evare lyrics,telvaaritee knureppl toli melkuv nuvvee|-|naa guppeddu guNddelloo ciru cppuddu nuvvee|-|polmaarite nii mnsuki adi naa porpaattee|-|nii peeree plkddmee pedvulklvaattee|-|vennellaa uNttuNdee nii pkkn coottee|-|veekuvlaa cuustuNdee nuvu nddcin baattee|-|praannaalee tiistuNdee nii uuhl toottee|-|naa mnsee niidyyee vindee naa maattee|-|evree...|-|evree preemnu maayNdi|-|evree... ii haayiki hRdyN caalNdi|-|evree ninnee naa vaipu nddipee|-|naa uuhl mdhuroohl hrivillu niNpee|-|tiytiyyni nimissaalee niloon oNpee|-|naa oNttri kaalaannee niitoon ceripee|-|aa daivmee naaku ceppiNdi epuddoo|-|nii cinni cirunvvee viluvain vrmNttu|-|naa praannmee niiku ceputooNdi ipuddu|-|nuv leek nee leenni|-|gdi laaNtti mdiloo|-|ndi laaNtti ninnee|-|daaceeyyaalnukuNttee adi naa atyaashee|-|addugNt duurN|-|nuvu duurmain|-|naa uupiri cirunaam telipeedevree...|-|evree...|-|vennellaa uNttuNdee nii pkkn coottee|-|veekuvlaa cuustuNdee nuvu nddcin baattee|-|praannaalee tiistuNdee nii uuhl toottee|-|naa mnsee niidyyee vindee naa maattee|-|evree...|-|evree preemnu maayNdi|-|evree... ii haayiki hRdyN caalNdi|-|oo... oo... o... o... oo...
Vijay Yesudas Radhamma Radhamma lyrics,joogeeNdr joogeeNdr|-|joogeeNdr joogeeNdraa|-|joogeeNdr joogeeNdr jai booloo joogeeNdr|-|maa raaju maa mNtri nuvvee joogeeNdr|-|raadhmm raadhmm raavee raadhmm|-|naa gelupu naa aanNdN niideeleevmmaa|-|raadhmm raadhmm maattee vinvmmaa|-|nimissN nuvu knpddkuNttee mti pootuNdmmaa|-|vraal vaan svraal viinn nijaanni cebutunnaa|-|are sNdeehmuNttee naa klllllookee|-|dinkudinn n n...|-|raadhmm raadhmmaa|-|oo raadhmm raadhmm raavee raadhmmaa|-|naa gelupu naa aanNdN niideeleevmmaa|-|joogeeNdr. nii klllllooki cuustuNttee caalu|-|kaalaanni mrici uNddipoonaa|-|kaugillll guddiloo coottistee caalu|-|diipaal velugai niNddipoonaa|-|neenu geliceedee niikoosN|-|koorukoovee naa praannmainaa|-|veNddi vennelloo aash tiirniitoonee uyyaaluugaali|-|oo oo oo oo|-|joogeeNdr joogeeNdr|-|joogeeNdr joogeeNdraa|-|raadhmm raadhmm raavee raadhmmaa|-|naa gelupu naa aanNdN niideeleevmmaa|-|hoo nii cuupee shaaNtN plukee sNgiitN|-|naakeegaa soNtN aasaaNtN|-|nii nvvee aNdN nii maattee veedN|-|punnyaal phlitN nii bNdhN|-|nuvvu vellleetti daarNtaa|-|puul vnmllee maaripoodaa|-|uuru uurNtaa disstti pedditee|-|oo muddutoonee tiiynaa oo oo oo oo|-|joogeeNdr joogeeNdr|-|joogeeNdr joogeeNdraa|-|joogeeNdr joogeeNdr jai booloo joogeeNdr|-|maa raaju maa mNtri nuvvee joogeeNdr|-|Edited By raajaa mnnikNtth
Yuvan Shankar Raja Dheivangal Ellaam lyrics,Dheivangal ellam thottre pogum|-|thandhai anbin munney.|-|thaalaatu paadum annaiyin anbum|-|thandhai anbin pinney.|-|Thagapanin kanneerai kandorillai|-|thandhai soll mikka mandhiram illai|-|Ennuyir anuvil varum unuyir allava|-|mannil vandha naan un nagal allava|-|kaalangal kanda pinney|-|unnai kanden|-|Dheivangal ellam thottre pogum|-|thandhai anbin munney|-|thaalaatup paadum annaiyin anbum|-|thandhai anbin pinney|-|Kandipilum thandipilum|-|kodhidum un mugam.|-|kaichal vandhu padukail|-|thudipadhum un mugam.|-|ambaariyaai yetrikondu|-|andru senra oorvalam|-|thagapanin anaipile|-|kidandhadhum or sugam|-|Valarndhavumey yaavarum|-|theevaai pogirom.|-|Thandhai avanin paasathai|-|engae kaangirom.|-|namakenave vandha|-|nanban thandhai|-|Dheivangal ellam thottre pogum|-|thandhai anbin munney|-|thaalaatup paadum annaiyin anbum|-|thandhai anbin pinney
Shankar-Ehsaan-Loy Sajda lyrics,"Rom rom tera naam pukaare|-|Ek hue din rehen hamare|-|Hum se hum hi chhin gaye hain|-|Jab se dekhe nain deewane|-|Sajda ..|-|Teri kaali ankhiyon se jind meri jaage|-|Dhadkan se tej daudun, sapno se aagey|-|Ab jaan lutt jaaye, ye jahaan chhut jaaye|-|Sang pyaar rahe, main rahun na rahun|-|Sajda tera sajda, din rehan taru na hi chain karoon|-|Sajda tera sajda, lakvaar karun meri jaan lutt doon|-|Ab jaan lutt jaaye, ye jahaan chhut jaaye|-|Sang pyaar rahe, main rahun na rahun|-|Sajda tera sajda, tere nain taru na hi pair taru|-|Sajda tera sajda, din rehan taru na hi chain karoon|-|Sajda tera sajda, lakvaar karun meri jaan lutt doon|-|Ranjhna naino ke teer chal gaye|-|Saajna saanson se dil sil gaye|-|Palkon mein chupa loon, tera sajda karoon|-|Seenay mein samaa loon, din rehan karoon|-|Palkon mein chupa loon, seenay mein samaa loon|-|Tere ang ang rang mera bole|-|Ab jaan lutt jaaye, ye jahaan chhut jaaye|-|Sang pyaar rahe, main rahun na rahun|-|Sajda tera sajda, din rehan taru na hi chain karoon|-|Sajda tera sajda, lakvaar karun meri jaan lutt doon|-|Veliya kya hua jo dil kho gaya|-|Mahiya ishq mein khuda mil gaya|-|Zara akkh se pila de, oh tera sajda karoon|-|Zara khwaab sajaa de, oh din rehan karoon|-|Zara akkh se pila de, zara khwaab sajaa de|-|Mere honthon pe mann tera bole|-|Oo ab jaan lutt jaaye, ye jahaan chhut jaaye|-|Sang pyaar rahe, main rahun na rahun|-|Sajda tera sajda, din rehan taru na hi chain karoon|-|Sajda tera sajda, lakvaar karun meri jaan lutt doon|-|Ooo teri kaali ankhiyon se jind meri jaage|-|Dhadkan se tej daudun, sapno se aagey|-|Ab jaan lutt jaaye, ye jahaan chhut jaaye|-|Sang pyaar rahe, main rahun na rahun|-|Sajda tera sajda, din rehan taru na hi chain karoon|-|Sajda tera sajda, lakvaar karun meri jaan lutt doon|-|Sajda .."
Shankar-Ehsaan-Loy Kal Ho Naa Ho lyrics,"Har Gadi Badal Rahi Hai Roop Zindagi|-|Chaanv Hai Kabhi, Kabhi Hai Dhoop Zidnagi|-|Har Pal Yahan Jee Bhar Jiyo|-|Jo Hai Sama Kal Ho Naa Ho|-|Har Gadi Badal Rahi Hai Roop Zindagi|-|Chaanv Hai Kabhi, Kabhi Hai Dhoop Zidnagi|-|Har Pal Yahan Jee Bhar Jiyo|-|Jo Hai Sama Kal Ho Naa Ho|-|Chaahe Jo Tumhe Poore Dil Se|-|Milta Hai Woh Mushkil Se|-|Aisa Jo Koi Kahin Hai|-|Bas Vohi Sabse Hasin Hai|-|Us Haath Ko Tum Thaam Lo|-|Woh Maherbaan Kal Ho Naa Ho|-|Har Pal Yahan ... Kal Ho Naa Ho|-|Palko Ke Leke Saaye|-|Paas Koi Jo Aaye|-|Lakh Sambhalo Paagal Dil Ko|-|Dil Dhadke Hi Jaaye|-|Par Sochlo Is Pal Hai Jo|-|Woh Dastan Kal Ho Naa Ho|-|Har Pal Yahan ... Kal Ho Naa Ho...|-|Har Pal Yahan ... Kal Ho Naa Ho...|-|Jo Hai Sama Kal Ho Naa Ho"
Shankar-Ehsaan-Loy Zinda lyrics,"Zinda, hain toh, pyala, poora bhar le|-|Kancha, phoote, choora, kaanch kar le|-|Zindagi ka ye ghada le|-|Ek saans mein chadha le|-|Hichkiyon mein kya hai marna!|-|Poora mar le...|-|Koyla kaala hai|-|Chattanon ne paala|-|Andar kaala, baahar kaala|-|Par saccha hai saala, Koyla kaala hai|-|Chattanon ne paala|-|Andar kaala, baahar kaala|-|Par saccha hai saala, Zinda, hai toh, pyala, poora bhar le|-|Kancha, phoote, choora, kaanch kar le|-|Kancha, phoote, choora, kaanch kar le|-|Uljhe kyun pairon mein ye khwaab|-|Kadmon se resham kheench de|-|Peeche kuch na aage ka hisaab|-|Iss pal ki kyaari seench de|-|Aag zubaan pe rakh de|-|Phir chot ke hoth bhigaayenge|-|Ghaav gungunayenge|-|Tere dard geet bann jaayenge|-|Zinda, hai toh, pyala, poora bhar le|-|Kancha, phoote, choora, kaanch kar le|-|Zindagi ka ye ghada le|-|Ek saans mein chadha le|-|Hichkiyon mein kya hai marna!|-|Poora mar le...|-|Koyla kaala hai|-|Chattanon ne paala|-|Andar kaala, baahar kaala|-|Par saccha hai saala|-|Koyla kaala hai|-|Chattanon ne paala|-|Andar kaala, baahar kaala|-|Par saccha hai saala|-|Koyla kaala hai|-|Chattanon ne paala|-|Andar kaala, baahar kaala|-|Par saccha hai saala|-|Zinda"
Shankar-Ehsaan-Loy Soorma Anthem lyrics,Piche mere andhera|-|Aage andhi aandhi hai|-|Maine aisi aandhi mein|-|Diya jalaaya hai|-|Dil patthar ho jaayega|-|Ya patthar ka dil dhadkega|-|Aisi ek chattaan se|-|Maine sar takraya hai|-|Dhajji dhajjiii...|-|Dhajji dhajjiii raat purani|-|Chhed subah ki nayi yeh kahaani|-|Zara nazar utha ke udaan dikha ke|-|Zameen se falak hata de oh veereya|-|Zara nazar utha ke udaan dikha ke|-|Zameen se falak hata de oh veereya.|-|Oh veereya|-|Tagde oye tagde dhadde soorma|-|Sohne oye sohne satte soorma|-|(Aaho...)|-|Maut se guzar ke|-|Aandhi se utar ke|-|Aaya... main aaya|-|Zindagi pukaar le|-|Zindagi sanwaar de|-|Aaya... main aaya|-|Badnam hua tha|-|Woh naam dikha de dost|-|Aagaaz kiya tha|-|Anjaam dikha de dost|-|Phir seene se laga le zindagi...|-|Zara nazar utha ke udaan dikha de|-|Zameen se falak hata de oh veereya|-|Zara nazar utha ke udaan dikha de|-|Zameen se falak hata de oh veereya|-|Oh veereya...|-|Tagde oye taggde dhadde soorma|-|Sohne oye sohne satte soorma|-|(Aaho...)|-|Piche mere andhera|-|Aage andhi aandhi hai|-|Maine aisi aandhi mein|-|Diya jalaaya hai|-|Dil patthar ho jaayega|-|Ya patthar ka dil dhadkega|-|Aisi ek chattaan se|-|Maine sar takraya hai|-|Dhajji dhajjiii...|-|Dhajji dhajjiii raat purani|-|Chhed subah ki nayi yeh kahaani|-|Zara nazar utha ke udaan dikha ke|-|Zameen se falak hata de oh veereya|-|Zara nazar utha ke udaan dikha ke|-|Zameen se falak hata de oh veereya|-|Oh veereya...|-|Tagde oye tagde dhadde soorma|-|Sohne oye sohne satte soorma|-|(Aaho...)
Shankar-Ehsaan-Loy Lakshya lyrics,"Haan yehi rasta hai tera, tune ab jaana hai|-|Haan yehi rasta hai tera, tune ab jaana hai|-|Haan yehi sapna hai tera, tune pehchaana hai|-|Haan yehi rasta hai tera, tune ab jaana hai|-|Haan yehi sapna hai tera, tune pehchaana hai|-|Tujhe ab ye dikhaana hai|-|Roke tujhko aandhiyaan, ya zameen aur aasmaan|-|Paayega jo lakshya hai tera|-|Lakshya toh har haal mein paana hai|-|Mushkil koyi, aajaaye toh, parbat koyi, takraaye toh|-|Taaqat koyi, dikhlaaye toh, toofaan koyi, mandlaaye toh|-|Mushkil koyi aajaaye toh, parbat koyi takraaye toh|-|Barse chaahe ambar se aag, lipte chaahe pairon se laakh|-|Barse chaahe ambar se aag, lipte chaahe pairon se laakh|-|Paayega jo lakshya hai tera|-|Lakshya toh har haal mein paana hai|-|Himmat se jo koyi chale, dharti hille qadmon tale|-|Kya dooriyaan kya faasle, manzil lage aake gale|-|Himmat se jo koyi chale, dharti hille qadmon tale|-|Tu chal yunhi ab sub-o-shaam, rukna, jhukna nahin tera kaam|-|Tu chal yunhi ab sub-o-shaam, rukna, jhukna nahin tera kaam|-|Paayega jo lakshya hai tera|-|Lakshya toh har haal mein paana hai|-|Haan yehi rasta hai tera, tune ab jaana hai|-|Haan yehi sapna hai tera, tune pehchaana hai|-|Tujhe ab ye dikhaana hai"
Shankar-Ehsaan-Loy Kal Ho Naa Ho (Sad Version) lyrics,"(Sonee banno chan see chamake, mathe uthe jhumkar damake|-|Palka uth diya ne thum thum ke, mai varee varee java) - (2)|-|Too vekh tai lai aj raj ke apne sariya nu, chetee apne nahee mil de|-|Ja banno pave khushiya te dil dariya too, pave arman sab dil de|-|Too vekh tai lai aj raj ke apne sariya nu, chetee apne nahee mil de|-|Ja banno pave khushiya te dil dariya too, pave arman sab dil de|-|Tum ho gham ko chupaye, mai hu sar ko jhukaye|-|Tum bhee chup ho, mai bho chup hu, kaun kise samjhaye|-|Abb duriya itanee hain toh, milna yaha kal ho naa ho - (2)|-|Too vekh tai lai aj raj ke apne sariya nu, chetee apne nahee mil de|-|Ja banno pave khushiya te dil dariya too|-|Pave arman sab dil de|-|Sach hai ke dil toh dukha hai, hamne magar socha hai|-|Dil ko hai gham kyon, aankh hai nam kyon|-|Hona hee tha jo huwa hai|-|Uss bat ko jane bhee do, jiska nishan kal ho naa ho|-|Har pal yaha je bhar jiyo, jo hai sama kal ho naa ho..."
Shankar-Ehsaan-Loy Heartbeat (Instrumental) lyrics,Instrumental
Shankar-Ehsaan-Loy O Rangrez lyrics,"O Rangrez.|-|O Rangrez Tere Rang Dariya Mein|-|O Rangrez Tere Rang Dariya Mein|-|Doobna Hai Bas Tera Banke|-|Haye Nahin Rehna Dooja Banke|-|Ek Bhi Saans Alag Nahin Leni|-|Ek Bhi Saans Alag Nahin Leni|-|Khench Lena Pran Is Tan Ke|-|Haye Nahin Rehna Dooja Banke|-|Apne Hi Rang Mein Mujhko Rang De|-|Dheeme Dheeme Rang Mein Mujhko Rang De|-|Saundhe Saundhe Rang Mein Mujhko Rang De|-|Rang De Na, Rang De Na, Rang De Na.|-|Apne Hi Rang Mein Mujhko Rang De|-|Dheeme Dheeme Rang Mein Mujhko Rang De|-|Saundhe Saundhe Rang Mein Mujhko Rang De|-|Rang De Na, Rang De Na, Rang De Na.|-|Ghunghru Hai Tu|-|Main Toh Hoon Paanv Piya|-|Chanana Nana.|-|Peepal Tu, Main Toh Hoon Chhanv Piya|-|Tabhi Hoon Magan.|-|Nainon Mein Base Chab Tere Lehraye|-|Jhalke Chhalke Chhalke Re.|-|Par Se Halke Halke|-|Apne Hi Rang Mein.|-|Apne Hi Rang Mein Mujhko Rang De|-|Dheeme Dheeme Rang Mein Mujhko Rang De|-|Saundhe Saundhe Rang Mein Mujhko Rang De|-|Rang De Na, Rang De Na, Rang De Na.|-|Maala Mein Aa|-|Tujhko Piro Loon|-|Tujhe Pehnoon Sajan|-|Hothon Mein Aa Sargam Sa Boloon|-|Tujhe Rat Doon Sajan|-|Sajan Tees Mere Pees De Mujhmein Hi|-|Ghul Ja, Mil Ja, Mil Ja Sajana|-|Pighal Ke Mil Ja, Mil Ja.|-|Apne Hi Rang Mein.Hooo.|-|Apne Hi Rang Mein Mujhko Rang De|-|Dheeme Dheeme Rang Mein Mujhko Rang De|-|Saundhe Saundhe Rang Mein Mujhko Rang De|-|Rang De Na, Rang De Na, Rang De Na.|-|Ni Dha Pa, Dha Re Sa|-|Ni Dha Pa, Dha Re Sa|-|O Rangrez O Rangrez|-|O Rangrez Tere Rang Dariya Mein|-|O Rangrez Tere Rang Dariya Mein|-|Doobna Hai Bas Tera Banke|-|Haye Nahin Rehna Dooja Banke.|-|Apne Hi Rang Mein Mujhko Rang De|-|Dheeme Dheeme Rang Mein Mujhko Rang De|-|Saundhe Saundhe Rang Mein Mujhko Rang De|-|Rang De Na, Rang De Na, Rang De Na.|-|Ho.|-|Apne Hi Rang Mein Mujhko Rang De|-|Dheeme Dheeme Rang Mein Mujhko Rang De|-|Saundhe Saundhe Rang Mein Mujhko Rang De|-|Rang De Na, Rang De Na, Rang De Na."
Shankar-Ehsaan-Loy Noor E Khuda lyrics,"Noor-e-khuda|-|hoo ohooohoo|-|Noor-e-khuda|-|Ajnabi mod hai|-|Kauf Har aur hai|-|Har Nazar pe duan Cha gaya|-|Pal Bhar mein jane kya kho gaya|-|hmmm Aasmaaan Sard hai|-|Aahein bhi Sard hai|-|Kab se Sayaa Juda ho gaya|-|Hmmm Pal bhar mein jane kya kho gaya|-|Saans ruk si gai|-|Jism chhil sa gaya|-|Tutte khawabon ke manjar pe tera jahan chal diya|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai tu hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda|-|Ho Nararein Karam Farma hi de|-|O deno dharam ko jaga hi de|-|Ho chalti hui tanhaiyan|-|Roothi hui parchaiyan|-|KAise udii yeh hawa|-|Chaya yeh kaisa sama|-|Lyricsmasti.com|-|Rooh jam si gai|-|Waqt tham sa gaya|-|Tutte khawabon ke manjar pe tera jahan chal diya|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda|-|Ga Ma Pa Ni Sa Dha|-|Kuch isi lamho ko aas teri|-|Zamkhmi dil ko hai pyaas teri|-|Har dhadkan to talash teri|-|Teri milta nahi hai pata|-|Khali aakhein khud se sawal karein|-|Aman ki cheekh behaal karein|-|Behta lahoo fariyaad karein|-|Tera mitta chala hai nishan|-|Rooh jam si gai|-|Waqt tham sa gaya|-|Tutte khawabon ke manjar pe tera jahan chal diya|-|Noor-e-khuda, Noor-e-khuda|-|Tu kahan chupa hai hamein yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Yun na hamse nazarein phira|-|Noor-e-khuda|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata|-|Noor-e-khuda, Noor-e-khuda|-|Aaj kal tu kahan hai yeh bata"
"Shankar-Ehsaan-Loy Ishq Di Baajiyaan (From ""Soorma"") lyrics","Kabhi usse noor noor kehta hoon|-|Kabhi main hoor hoor kehta hoon x (2)|-|Ishq mein choor choor rehta hoon|-|Door na ja|-|Na ja aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi rehna|-|Ishq di baajiyaan|-|Jeetiyan na hariyan|-|Jaan se lag gayi|-|Jaan ki yaariyan|-|Ginn ke dekh badan pe|-|Neel diye hain ishq ne|-|Pade jo hath pe chaale|-|Cheel diye hain ishq ne|-|Ve main saare dukh sehna|-|Tainu nai dassna|-|Ho lagiyan ishq di baajiyaan|-|Jeetiyan na hariyan|-|Jaan se lag gayi|-|Jaan ki yaariyan|-|Kabhi usse noor noor kehta hoon|-|Kabhi main hoor hoor kehta hoon|-|Ishq mein choor choor rehta hoon|-|Door na ja x (2)|-|Na ja aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi|-|Tere bin, bin tere sufiyon ke dere|-|Dekh maine kitne lagaye phere addiye|-|Ho chhod ke bhi jana ho to|-|Hari bhari beri talle|-|Chhalla chhad jaayi ni kudiye x (2)|-|Yaad aa jaye to tera naam leke jhoom lu|-|Shaam aa jaye to uth ke|-|Chaand ka maatha choom lu|-|Ve main saare dukh sehna|-|Tainu nahi dassna|-|Ho lagiyan ishq di baajiyaan|-|Jeetiyan na hariyan|-|Jaan se lag gayi|-|Jaan ki yaariyan|-|Kabhi usse noor noor kehta hoon|-|Kabhi main hoor hoor kehta hoon|-|Ishq mein choor choor rehta hoon|-|Door na ja x (2)|-|Na ja aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi rehna|-|Aakhon aakhon mein hi rehna"
Shankar-Ehsaan-Loy Ishq Di Baajiyaan lyrics,"Kabhie usseh,|-|Noor-noor kaihta hun..|-|Kabhie main hoor,|-|Hoor kaihta hun..|-|Kabhie usseh,|-|Noor-noor kaihta hun|-|Kabhie main hoor,|-|Hoor kaihta hun|-|Ishaque mein choor-choor|-|Raihta hun|-|Door nanh jaa aa.. nanh ja|-|Aankho aankho, mein hi raihana-(x2)|-|Ishq Di Baajiyaan jeetiy'an aan..|-|Nanh haariy'an|-|Jaan sey ae,|-|Lagh gayi jaan ki.. yaariy'an|-|Ginn keh dekh,|-|Badhan pey neil diyein hey|-|Ishaq nein|-|Parhey joh hath pey|-|Chhaaleh chheil diyein hey|-|Ishaq nein|-|Veh main saarey dukh saihnanh|-|Tenu nayin dasnaa aan...|-|Oh Lagiyan'|-|Ishq Di (Ishq Di..) Baajiyaan (Baajiyaan..) jeetiy'an aan..|-|Nanh haariy'an|-|Jaan sey ae, (Jaan sey ae..)|-|Lagh gayi (Lagh gayi..) jaan ki.. yaariy'an|-|Kabhie usseh,|-|Noor-noor kaihta hun|-|Kabhie main hoor,|-|Hoor kaihta hun|-|Ishaque mein choor-choor|-|Raihta hun|-|Door nanh jaa aa.. oh Door nanh jaa aa..|-|Kabhie usseh,|-|Noor-noor kaihta hun|-|Kabhie main hoor,|-|Hoor kaihta hun|-|Ishaque mein choor-choor|-|Raihta hun|-|Door nanh jaa aa.. oh Door nanh jaa aa..|-|Nanh Ja, Aankho aankho, mein hi raihana|-|Aankho aankho, mein hi raihana..|-|(Aankho aankho, mein hi raihana..)|-|Aankho aankho, mein hi !|-|Terey bin-bin terey|-|Sufiyonh keh dereh|-|Dekh maine kitnein lagaaye|-|Phere arhiyeh ae..|-|Ho chhorh key bhi jaana hon toh|-|Hari bhari beri taleh|-|Challah shhad jaavin nih kurhiye ae..(x2)|-|Yaad aah jaaveh toh|-|Tera naanm lai key jhoom lu|-|Shaam aah jaaveh toh|-|Uth key chand ka maatha choom lu|-|Veh main saarey dukh saihnanh|-|Tenu nayin dasnaa aan...|-|Oh Lagiyan'|-|Ishq Di (Ishq Di..) Baajiyaan (Baajiyaan..) jeetiy'an aan..|-|Nanh haariy'an|-|Jaan sey ae, (Jaan sey ae..)|-|Lagh gayi (Lagh gayi..) jaan ki.. yaariy'an|-|Kabhie usseh,|-|Noor-noor kaihta hun|-|Kabhie main hoor,|-|Hoor kaihta hun|-|Ishaque mein choor-choor|-|Raihta hun|-|Door nanh jaa aa.. oh Door nanh jaa aa..-(x2)|-|Nanh Ja, Aankho aankho, mein hi raihana|-|Aankhon aankhon, mein hi raihana..|-|Aankho aankho mein hi raihana !"
Diljit Dosanjh Soorma Anthem lyrics,Piche mere andhera|-|Aage andhi aandhi hai|-|Maine aisi aandhi mein|-|Diya jalaaya hai|-|Dil patthar ho jaayega|-|Ya patthar ka dil dhadkega|-|Aisi ek chattaan se|-|Maine sar takraya hai|-|Dhajji dhajjiii...|-|Dhajji dhajjiii raat purani|-|Chhed subah ki nayi yeh kahaani|-|Zara nazar utha ke udaa dikha ke|-|Zameen se falak hata de oh veereya|-|Zara nazar utha ke udaa dikha ke|-|Zameen se falak hata de oh veereya..|-|Oh veereya|-|Tagde oye tagde dhadde soorma|-|Sohne oye sohne satte soorma (x2)|-|(Aaho...)|-|Maut se guzar ke|-|Aandhi se utar ke|-|Aaya... main aaya|-|Zindagi pukaar le|-|Zindagi sanwaar de|-|Aaya... main aaya|-|Badnam hua tha|-|Woh naam dikha de dost|-|Aagaaz kiya tha|-|Anjaam dikha de dost|-|Phir seene se laga le zindagi...|-|Zara nazar utha ke udaa dikha de|-|Zameen se falak hata de oh veereya|-|Zara nazar utha ke udaa dikha de|-|Zameen se falak hata de oh veereya|-|Oh veereya...|-|Tagde oye taggde dhadde soorma|-|Sohne oye sohne satte soorma (x2)|-|(Aaho...)|-|Piche mere andhera|-|Aage andhi aandhi hai|-|Maine aisi aandhi mein|-|Diya jalaaya hai|-|Dil patthar ho jaayega|-|Ya patthar ka dil dhadkega|-|Aisi ek chattaan se|-|Maine sar takraya hai|-|Dhajji dhajjiii...|-|Dhajji dhajjiii raat purani|-|Chhed subah ki nayi yeh kahaani|-|Zara nazar utha ke udaa dikha ke|-|Zameen se falak hata de oh veereya|-|Zara nazar utha ke udaa dikha ke|-|Zameen se falak hata de oh veereya|-|Oh veereya...|-|Tagde oye tagde dhadde soorma|-|Sohne oye sohne satte soorma (x2)|-|(Aaho...)
Shraddha Kapoor Rock On Revisited lyrics,Dil kya kehta hai mera|-|Kya main bataoon|-|Tum ye samjhoge shayad|-|Main paagal hoon|-|Dil karta hai TV tower pe main chadh jaaun|-|Chilla chilla ke main ye sabse keh doon|-|Rock on!!|-|Hai ye waqt ka ishaara|-|Rock on!!|-|Har lamha pukaara|-|Rock on!!|-|Yunhi dekhta hai kya tu|-|Rock on!!|-|Zindagi milegi na dobara|-|Dil karta hai sadkon par zor se gaaun|-|Sab apne apne ghar ki khidki kholein|-|Phir main aise joshile geet sunaaun|-|Mere geeton ko sun kar sab ye bolein|-|Rock on!!|-|Hai ye waqt ka ishaara|-|Rock on!!|-|Har lamha pukaara|-|Rock on!!|-|Yunhi dekhta hai kya tu|-|Rock on!!|-|Zindagi milegi na dobara|-|Jaise jeene ko dil chahe jee waise tu|-|Meri toh hai bas ye raay ki|-|Apne jitne bhi armaan hain poore karle tu|-|Rock on!!|-|Hai ye waqt ka ishaara|-|Rock on!!|-|Har lamha pukaara|-|Rock on!!|-|Yunhi dekhta hai kya tu|-|Rock on!!|-|Zindagi millegi na dobara
Arijit Singh Mere Pyare Prime Minister lyrics,"Be-Wajah Yeh Khuda|-|Subah Subah Jagata Hai|-|Man-Diro Mein Wo Subah|-|Ghantiya Bajata Hai|-|Sunta Nahi Hai....|-|Behra Nahi To, Gunga Nahi To|-|Kehta Nahi Kyu, Tum Hi Subah|-|Mere Payaare Prime Minister|-|Meri Ek Arzi Sunn Lo Zara|-|Mere Pyare Prime Minister|-|Aage Teri Marzi Sunn Lo Zara|-|Mere Payaare Prime Minister|-|Jungle Nahi To Khet Hi Shahi|-|Mere Payaare Prime Minister|-|Pani Nahi To Ret Hi Shahi|-|Sune Na Khuda To Use Jaane De|-|Jaane De Use Jaane De|-|Usi Ko Salam Hai Jo Daane De|-|Daane De, Jo Daane De|-|Hmm Sune Na Khuda To Use Jaane De|-|Jaane De Use Jaane De|-|Usi Ko Salam Hai Jo Daane De|-|Daane De, Jo Daane De|-|Tu Hi Government Gausalia Bhi Dede|-|Chaali To Di Hai, Shauchalay Bhi De De|-|Arzi Meri, Marzi Teri|-|Mere Pyare Prime Minister|-|Meri Ek Arzi Sunn Lo Zara|-|Mere Payaare Prime Minister|-|Aage Teri Marzi Sunn Lo Zara|-|Mere Payaare Prime Minister|-|Jungle Nahi To Khet Hi Shahi|-|Mere Payaare Prime Minister|-|Pani Nahi To Ret Hi Shahi"
